course_id,course_title,url,num_subscribers,Category,Site
1070968,Curso Definitivo de Banca de Inversión,https://www.udemy.com/ultimate-investment-banking-course/,2147,Business Finance,udemy
1113822,Curso completo de GST y certificación: desarrolle su práctica de CA,https://www.udemy.com/goods-and-services-tax/,2792,Business Finance,udemy
1006314,Modelado financiero para analistas y consultores de negocios,https://www.udemy.com/financial-modeling-for-business-analysts-and-consultants/,2174,Business Finance,udemy
1210588,Análisis financiero en Excel 2017: De principiante a experto,https://www.udemy.com/complete-excel-finance-course-from-beginner-to-pro/,2451,Business Finance,udemy
1011058,Cómo maximizar sus ganancias al operar con opciones,https://www.udemy.com/how-to-maximize-your-profits-trading-options/,1276,Business Finance,udemy
192870,Operar con acciones de centavo: una guía para todos los niveles en 2017,https://www.udemy.com/trading-penny-stocks-a-guide-for-all-levels/,9221,Business Finance,udemy
739964,Inversión y trading para principiantes: Cómo dominar los gráficos de precios,https://www.udemy.com/investing-and-trading-for-beginners-mastering-price-charts/,1540,Business Finance,udemy
403100,Operar con patrones de gráficos bursátiles para obtener ganancias inmediatas y explosivas,https://www.udemy.com/trading-chart-patterns-for-immediate-explosive-gains/,2917,Business Finance,udemy
476268,Operaciones con opciones 3: Método avanzado para obtener ganancias y éxito en acciones,https://www.udemy.com/day-trading-stock-options-3/,5172,Business Finance,udemy
1167710,La única estrategia de inversión que necesita para su jubilación,https://www.udemy.com/the-only-investment-strategy-you-need-for-your-retirement/,827,Business Finance,udemy
592338,Secretos de los profesionales del trading de Forex con AWS de Amazon,https://www.udemy.com/trading-with-amazons-aws-servers-trade-secrets-of-the-pros/,4284,Business Finance,udemy
975046,Comercio de opciones con flujo de dinero,https://www.udemy.com/trading-options-using-money-flow/,1380,Business Finance,udemy
742602,Gestión financiera de riesgos y rentabilidad de los valores,https://www.udemy.com/risk-and-return-finance/,3607,Business Finance,udemy
794151,"Curso de trading de Forex: Trabaje con inteligencia, no con esfuerzo. Resultados comprobados.",https://www.udemy.com/the-complete-trading-course/,4061,Business Finance,udemy
1196544,Trading algorítmico con Python: trading basado en sentimientos y noticias,https://www.udemy.com/hedge-fund-strategy-trading-with-sentiment-analysis/,294,Business Finance,udemy
504036,Venta en corto: aprenda a vender acciones antes de la caída,https://www.udemy.com/short-selling-learn-to-sell-before-the-fall/,2276,Business Finance,udemy
719698,Análisis técnico básico: aprenda la estructura del mercado,https://www.udemy.com/learn-basic-technical-analysis/,4919,Business Finance,udemy
564966,El curso completo de trading con patrones gráficos: un enfoque probado,https://www.udemy.com/make-money-trading-stocks-from-home/,2666,Business Finance,udemy
606928,¡7 errores mortales al invertir que reducirán tus ganancias!,https://www.udemy.com/7-deadly-mistakes-of-investing/,5354,Business Finance,udemy
58977,Estados financieros simplificados,https://www.udemy.com/intro-to-financial-statements-for-entrepreneurs/,8095,Business Finance,udemy
1242604,Cómo ganar en Forex con ejemplos de operaciones en vivo,https://www.udemy.com/forexmacross/,809,Business Finance,udemy
798740,Operadores de Forex: ¡Crea tu primer robot de trading! ¡Sin programación!,https://www.udemy.com/launch-your-amazing-forex-robot-in-30-minutes-no-coding/,2295,Business Finance,udemy
506568,Cree un negocio desde casa operando con acciones hoy en 2017,https://www.udemy.com/work-from-home-buying-penny-stocks/,10149,Business Finance,udemy
1020760,Introducción a la contabilidad: Dominio de los estados financieros,https://www.udemy.com/introduction-to-accounting-mastering-financial-statements/,1916,Business Finance,udemy
859742,"El curso completo de Ethereum: obtén 0,01 Ether en tu billetera",https://www.udemy.com/ethereum/,2507,Business Finance,udemy
383414,De principiante a profesional en PowerPoint: capacitación completa en PowerPoint,https://www.udemy.com/powerpoint-master-class-for-business-and-finance-graduates/,5786,Business Finance,udemy
353044,Inversión 101: El curso completo de inversión en línea,https://www.udemy.com/online-investing-guide/,5334,Business Finance,udemy
447362,Cree su propio fondo de cobertura: opere con acciones como un gestor de fondos,https://www.udemy.com/create-your-own-hedge-fund-double-your-money-every-year/,4005,Business Finance,udemy
831066,Aprenda MQL5: Cree un robot de cobertura de 8 divisas (MetaTrader 5),https://www.udemy.com/learn-mql5/,2877,Business Finance,udemy
1266306,Trading de Forex: Tu guía completa para empezar como un profesional,https://www.udemy.com/forex-trading-your-complete-guide-to-get-started-like-a-pro/,1026,Business Finance,udemy
1170894,Trading de acciones algorítmico con Python: ¡automatiza tus operaciones!,https://www.udemy.com/algorithmic-stock-trading-bootcamp-automate-your-trading/,1165,Business Finance,udemy
948974,El robot de Forex: ROI increíble (robot incluido),https://www.udemy.com/the-forex-robot-1000-annual-profit-robot-included/,1843,Business Finance,udemy
380970,"El curso completo de Bitcoin: Consigue 0,001 Bitcoin en tu billetera",https://www.udemy.com/bitcoin-for-beginners/,8797,Business Finance,udemy
1217778,Dominando el trading de opciones de alta probabilidad de Iron Condor,https://www.udemy.com/mastering-high-probability-iron-condor-options-trading/,1030,Business Finance,udemy
1246208,El curso corto completo sobre Ethereum,https://www.udemy.com/ethereum1/,1041,Business Finance,udemy
434774,Negociación de opciones sobre acciones: una herramienta eficaz para el éxito financiero,https://www.udemy.com/trading-stock-options-ii-simplified-strategies-for-success/,7884,Business Finance,udemy
308690,Operaciones de Forex de la A a la Z™: con ejemplos EN VIVO,https://www.udemy.com/forex-trading/,16900,Business Finance,udemy
888716,"Introducción a las finanzas, contabilidad, modelado y valoración",https://www.udemy.com/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/,11441,Business Finance,udemy
321410,De principiante a profesional en Excel: Modelado financiero y valoración,https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/,22257,Business Finance,udemy
965832,Curso completo de banca de inversión 2017,https://www.udemy.com/the-complete-investment-banking-course-2016/,8575,Business Finance,udemy
648826,Curso completo de analista financiero 2017,https://www.udemy.com/the-complete-financial-analyst-course/,24481,Business Finance,udemy
1035472,Python para finanzas: Fundamentos de inversión y análisis de datos,https://www.udemy.com/python-for-finance-investment-fundamentals-data-analytics/,3811,Business Finance,udemy
1154754,Modelado financiero para startups y pequeñas empresas,https://www.udemy.com/financial-modeling-for-startups-small-businesses/,4991,Business Finance,udemy
627540,Trading de opciones: cómo ganar con opciones semanales,https://www.udemy.com/work-from-home-setup-your-own-options-trading-business/,7489,Business Finance,udemy
301442,Trading Algorítmico Negro: Crea tu Robot de Trading,https://www.udemy.com/build-your-trading-robot/,20195,Business Finance,udemy
640100,Contabilidad y análisis de estados financieros: formación completa,https://www.udemy.com/accounting-fsa-a-solid-foundation-for-a-career-in-finance/,10042,Business Finance,udemy
1247394,Trading de criptomonedas: Guía completa para operar con altcoins,https://www.udemy.com/cryptocurrency-trading/,367,Business Finance,udemy
260470,Robots de Forex: ¡Espere ganar un 175% anual! ¡Robot de Forex incluido!,https://www.udemy.com/backtesting/,10603,Business Finance,udemy
1214702,Trading en tres pasos - Trading en vivo - Cuenta real,https://www.udemy.com/three-steps-trading-live-trading-real-account/,1197,Business Finance,udemy
848664,Negociación de opciones para principiantes: comprenda las opciones a fondo,https://www.udemy.com/complete-course-introduction-to-option-trading/,2893,Business Finance,udemy
1142570,Cómo aprendí a operar en bolsa (y cómo tú también puedes),https://www.udemy.com/best-stock-traders/,1580,Business Finance,udemy
325834,Aprenda a operar para obtener ganancias: encuentre y opere con acciones ganadoras,https://www.udemy.com/trading-stocks-successfully-introduction-to-stock-trading/,10605,Business Finance,udemy
411168,Operando dentro de las barras: Domine un patrón fácil para tener éxito,https://www.udemy.com/trading-inside-bars-find-setups-today-make-money-tomorrow/,2996,Business Finance,udemy
885974,Cuatro fundamentos de la planificación financiera,https://www.udemy.com/four-fundamentals-of-financial-planning/,6219,Business Finance,udemy
1151092,Trading de opciones: Curso de spreads de calendario para todos los operadores,https://www.udemy.com/options-trading-calendar-spread-course-for-every-trader/,1113,Business Finance,udemy
358326,Inversión en dividendos: Construya su cartera para un futuro mejor,https://www.udemy.com/dividend-investing/,8314,Business Finance,udemy
153210,Aprenda contabilidad. Entienda los negocios.,https://www.udemy.com/learn-accounting-understand-business/,5572,Business Finance,udemy
834836,Cómo ganar consistentemente operando con acciones en 30 días o menos,https://www.udemy.com/winningstocktrades/,1433,Business Finance,udemy
1171994,Guía para principiantes sobre la API de futuros de Quantopian,https://www.udemy.com/quantopian-futures/,936,Business Finance,udemy
1239068,Cómo comprar opciones baratas: modelo de precios de negociación de opciones,https://www.udemy.com/options-black-scholes-model/,658,Business Finance,udemy
985922,Curso intensivo de Excel: Domine Excel para el análisis financiero,https://www.udemy.com/excel-crash-course-master-excel-for-financial-analysis/,8121,Business Finance,udemy
765562,"Guía completa sobre mercados financieros, inversión y trading",https://www.udemy.com/financial-markets-a-to-z-for-beginners/,4187,Business Finance,udemy
165964,Ninja del trading de acciones: un sistema completo para el éxito en el trading,https://www.udemy.com/stock-trading-ninja-learn-how-to-make-money-trading-stocks/,9445,Business Finance,udemy
855172,Carreras en fondos de cobertura y mutuos: la guía completa,https://www.udemy.com/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/,3255,Business Finance,udemy
258232,Trading algorítmico en Forex: ¡crea tu primer robot de Forex!,https://www.udemy.com/learn-mql4/,7941,Business Finance,udemy
994754,El Bootcamp de Modelado de Potencia: Excel avanzado en 10 días,https://www.udemy.com/the-power-modeling-bootcamp-advanced-excel-in-10-days/,1680,Business Finance,udemy
43319,Fundamentos del trading de opciones (paquete de 3 cursos),https://www.udemy.com/learn-options-trading-courses/,10100,Business Finance,udemy
408440,Cómo ganar el 97% de sus operaciones con opciones,https://www.udemy.com/how-to-win-97-percent-of-your-trades/,5050,Business Finance,udemy
918688,Cómo obtener retornos consistentes al operar con opciones,https://www.udemy.com/how-i-make-15-per-month-trading-options/,2310,Business Finance,udemy
308694,"Estrategias de Forex: Kelly Criterion, Larry Williams ¡y más!",https://www.udemy.com/money-management/,5528,Business Finance,udemy
199450,"Elite Trend Trader: Aprende a operar con acciones, opciones y divisas",https://www.udemy.com/elite-trend-trader-how-to-make-a-fortune-trading-the-trend/,6451,Business Finance,udemy
401784,Introducción al comercio de opciones: Comercio intradía de opciones sobre acciones,https://www.udemy.com/how-to-trade-stock-options-level-1-start-day-trading/,12394,Business Finance,udemy
1122792,El sistema de estrategia de trading de opciones casi perfecto: único,https://www.udemy.com/the-almost-perfect-options-trading-strategy-system-unique/,1793,Business Finance,udemy
709500,Trading de Forex: aprenda a operar en Forex como los bancos,https://www.udemy.com/forex-trading-learn-the-same-strategies-used-by-banks/,3223,Business Finance,udemy
285638,Aprenda a operar con ganancias: Cómo operar con velas japonesas,https://www.udemy.com/introduction-to-japanese-candlesticks/,16385,Business Finance,udemy
1135126,El spread de relación frontal más potente para operar con opciones,https://www.udemy.com/the-most-powerful-options-spread-trading-front-ratio-spread/,1487,Business Finance,udemy
834558,¿Qué trabajo en finanzas es para ti? Explicación de 14 roles financieros,https://www.udemy.com/what-finance-job-is-for-you-explanation-of-14-financial-analyst-roles/,2951,Business Finance,udemy
551968,El plan para operar con éxito en bolsa,https://www.udemy.com/stock-market-millionaire-blueprint/,2697,Business Finance,udemy
1005658,Trading para principiantes - Nivel intermedio,https://www.udemy.com/trading-for-beginners-tier-2/,3979,Business Finance,udemy
746432,¡Empiece a operar con acciones utilizando el análisis técnico!,https://www.udemy.com/professional-stock-trader/,3190,Business Finance,udemy
1057242,Aprenda a crear una incubadora de fondos de cobertura: paso a paso,https://www.udemy.com/hedge-fund-startup/,1406,Business Finance,udemy
284118,VPS para operar en Forex: proteja sus robots de Forex,https://www.udemy.com/forex-vps/,4252,Business Finance,udemy
302562,Introducción a la contabilidad: el lenguaje de los negocios,https://www.udemy.com/learnaccountingforfree/,11958,Business Finance,udemy
596598,Excel básico para contabilidad y teneduría de libros básica,https://www.udemy.com/basic-excel-for-basic-bookkeeping/,7743,Business Finance,udemy
860890,"Usando ""Los griegos para entender las opciones""",https://www.udemy.com/options-greeks/,2134,Business Finance,udemy
951050,Opciones de trading para obtener rendimientos consistentes: spreads de calendario,https://www.udemy.com/trading-options-for-consistent-returns-calendar-spreads/,1214,Business Finance,udemy
796450,Cómo crear tu presupuesto personal,https://www.udemy.com/personal-budget/,3870,Business Finance,udemy
502772,El curso completo de inversión en valor: un enfoque probado,https://www.udemy.com/value-investing-essential-guide-to-picking-stocks/,2146,Business Finance,udemy
1102462,Operaciones de FOREX con acción del precio,https://www.udemy.com/forex-trading-system/,484,Business Finance,udemy
1062092,Futuros Emini ES: Negociación avanzada de opciones no direccionales,https://www.udemy.com/emini-es-futures-advanced-non-directional-options-trading/,1057,Business Finance,udemy
891484,Operaciones de Forex: Análisis fundamental avanzado,https://www.udemy.com/forex-trading-advanced-fundamental-analysis/,1754,Business Finance,udemy
1217064,¿Cómo invertir con un capital pequeño en acciones?,https://www.udemy.com/howtoinvest5k/,1239,Business Finance,udemy
